,v1clusters,v1recall,v1precision,v1f_score,v2clusters,v2recall,v2precision,v2f_score,Louvain results path,n
0,3,1.0,1.0,1.0,3,0.3225806451612903,0.3333333333333333,0.3278688524590164,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2700/2021_2_5_17_8_5\Louvain_2,3
1,2,0.25,0.6896551724137931,0.3669724770642202,7,0.2348993288590604,0.2413793103448276,0.2380952380952381,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1128/2021_2_5_17_19_49\Louvain_2,6
2,2,0.7083333333333334,0.9622641509433962,0.816,2,0.7083333333333334,0.9622641509433962,0.816,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3610/2021_2_5_17_19_58\Louvain_2,3
3,4,0.6,0.631578947368421,0.6153846153846154,2,0.26666666666666666,0.5789473684210527,0.36514522821576767,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2254/2021_2_5_17_20_6\Louvain_2,4
4,4,0.375,0.5571428571428572,0.4482758620689655,2,0.22992700729927007,0.9,0.3662790697674419,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4079/2021_2_5_17_20_26\Louvain_2,7
5,3,0.17515274949083504,0.49142857142857144,0.25825825825825827,2,0.1548731642189586,0.6628571428571428,0.2510822510822511,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4175/2021_2_5_17_20_48\Louvain_2,8
6,3,0.6219895287958115,0.868421052631579,0.7248322147651006,4,1.0,1.0,1.0,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4963/2021_2_5_17_22_46\Louvain_2,4
7,3,0.2842809364548495,0.6692913385826772,0.3990610328638498,2,0.12960893854748604,0.4566929133858268,0.20191470844212359,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2584/2021_2_5_17_23_16\Louvain_2,8
8,3,0.5723270440251572,0.91,0.7027027027027026,4,0.7478991596638656,0.89,0.8127853881278538,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3078/2021_2_5_17_23_23\Louvain_2,5
9,4,0.6907216494845361,1.0,0.8170731707317073,5,1.0,1.0,1.0,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3868/2021_2_5_17_23_30\Louvain_2,5
10,2,0.4725274725274725,1.0,0.6417910447761194,3,0.7413793103448276,1.0,0.8514851485148515,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2935/2021_2_5_17_23_33\Louvain_2,4
11,2,0.6703296703296703,0.5754716981132075,0.6192893401015228,3,0.8181818181818182,0.5094339622641509,0.627906976744186,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1203/2021_2_5_17_23_34\Louvain_2,2
12,3,0.3932472691161867,0.9428571428571428,0.5550105115627191,2,0.25892857142857145,0.8976190476190476,0.40191897654584224,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4644/2021_2_5_17_24_24\Louvain_2,8
13,3,0.2663605051664753,0.8055555555555556,0.4003451251078516,2,0.125,0.5625,0.20454545454545456,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2833/2021_2_5_17_25_32\Louvain_2,8
14,3,0.11413043478260869,0.3333333333333333,0.1700404858299595,3,0.18951612903225806,0.746031746031746,0.30225080385852093,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3901/2021_2_5_17_25_43\Louvain_2,8
15,2,1.0,1.0,1.0,2,1.0,1.0,1.0,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2380/2021_2_5_17_25_44\Louvain_2,2
16,2,0.13157894736842105,0.5,0.20833333333333334,3,0.22448979591836735,0.55,0.3188405797101449,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4143/2021_2_5_17_25_49\Louvain_2,6
17,4,0.3133116883116883,0.7095588235294118,0.4346846846846847,2,0.11535337124289195,0.5220588235294118,0.18895542248835662,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2904/2021_2_5_17_26_31\Louvain_2,9
18,4,0.3633125556544969,0.85,0.5090455396132252,6,0.6325678496868476,0.946875,0.7584480600750938,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3624/2021_2_5_17_30_50\Louvain_2,8
19,2,0.40828402366863903,0.8414634146341463,0.549800796812749,4,0.4152542372881356,0.5975609756097561,0.49000000000000005,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3903/2021_2_5_17_30_54\Louvain_2,4
20,2,1.0,1.0,1.0,1,0.6111111111111112,1.0,0.7586206896551725,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4875/2021_2_5_17_30_55\Louvain_2,2
21,2,0.7,1.0,0.8235294117647058,2,0.5833333333333334,1.0,0.7368421052631579,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1895/2021_2_5_17_30_55\Louvain_2,3
22,4,0.8235294117647058,1.0,0.9032258064516129,4,0.8235294117647058,1.0,0.9032258064516129,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3359/2021_2_5_17_30_57\Louvain_2,5
23,3,0.2621359223300971,0.6428571428571429,0.3724137931034483,8,0.1689497716894977,0.22023809523809523,0.19121447028423771,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1246/2021_2_5_17_31_11\Louvain_2,6
24,3,0.38571428571428573,0.6923076923076923,0.4954128440366973,5,0.2271062271062271,0.3974358974358974,0.289044289044289,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1708/2021_2_5_17_31_20\Louvain_2,5
25,3,0.13333333333333333,0.5161290322580645,0.21192052980132453,2,0.09302325581395349,0.5161290322580645,0.15763546798029557,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2617/2021_2_5_17_31_33\Louvain_2,9
26,4,0.2886002886002886,0.6389776357827476,0.39761431411530807,4,0.24805194805194805,0.610223642172524,0.3527239150507849,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2172/2021_2_5_17_32_0\Louvain_2,9
27,3,0.6394230769230769,0.9432624113475178,0.7621776504297993,5,0.24369747899159663,0.20567375886524822,0.22307692307692306,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2681/2021_2_5_17_32_5\Louvain_2,4
28,3,0.5867768595041323,0.8120915032679739,0.6812885538039753,2,0.22993827160493827,0.4869281045751634,0.31236897274633124,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2499/2021_2_5_17_32_44\Louvain_2,4
29,4,0.5560165975103735,0.7444444444444445,0.6365795724465558,2,0.20164609053497942,0.5444444444444444,0.29429429429429427,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2265/2021_2_5_17_33_3\Louvain_2,5
30,2,0.16582278481012658,0.6649746192893401,0.26545086119554206,9,0.20522388059701493,0.27918781725888325,0.23655913978494625,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4937/2021_2_5_17_33_34\Louvain_2,8
31,3,0.2898590021691974,0.8733660130718954,0.43526058631921827,2,0.14008913001356327,0.5906862745098039,0.2264682850430697,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1216/2021_2_5_17_35_28\Louvain_2,8
32,3,0.38359017076218244,0.8976608187134503,0.5374963524948935,5,0.7192846034214619,0.9015594541910331,0.8001730103806227,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3699/2021_2_5_17_39_10\Louvain_2,6
33,4,0.4261213720316623,0.4722222222222222,0.447988904299584,2,0.23402824478816409,0.5087719298245614,0.3205895900506679,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4231/2021_2_5_17_40_8\Louvain_2,4
34,2,0.8372093023255814,0.8571428571428571,0.8470588235294119,2,0.46511627906976744,0.47619047619047616,0.4705882352941176,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1181/2021_2_5_17_40_9\Louvain_2,2
35,5,0.9148191365227538,0.9169590643274854,0.9158878504672897,2,0.19008264462809918,0.5111111111111111,0.2771084337349397,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3934/2021_2_5_17_43_0\Louvain_2,5
36,4,0.40425531914893614,0.3917525773195876,0.39790575916230364,3,0.4732824427480916,0.6391752577319587,0.5438596491228069,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1397/2021_2_5_17_43_3\Louvain_2,4
37,3,0.9102564102564102,0.6729857819905213,0.773841961852861,2,0.8672985781990521,0.8672985781990521,0.8672985781990521,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1552/2021_2_5_17_43_6\Louvain_2,2
38,3,0.24719101123595505,0.4489795918367347,0.31884057971014496,5,0.23255813953488372,0.20408163265306123,0.21739130434782608,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2803/2021_2_5_17_43_9\Louvain_2,5
39,3,0.2996535796766744,0.8466557911908646,0.4426439232409382,6,0.5664921465968586,0.8825448613376835,0.6900510204081632,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1880/2021_2_5_17_43_44\Louvain_2,8
40,3,0.5421686746987951,1.0,0.7031249999999999,5,1.0,1.0,1.0,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4740/2021_2_5_17_46_14\Louvain_2,5
41,4,0.6865284974093264,0.9636363636363636,0.8018154311649016,5,1.0,1.0,1.0,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2820/2021_2_5_17_46_30\Louvain_2,5
42,4,0.37037037037037035,0.6824925816023739,0.48016701461377864,4,0.1384335154826958,0.45103857566765576,0.21184668989547037,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3304/2021_2_5_17_47_26\Louvain_2,8
43,3,0.43352601156069365,0.7843137254901961,0.5583992554676593,4,0.5009259259259259,0.7071895424836602,0.586449864498645,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1982/2021_2_5_17_48_19\Louvain_2,5
44,4,0.5123456790123457,0.6148148148148148,0.558922558922559,6,0.2748091603053435,0.26666666666666666,0.27067669172932335,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3679/2021_2_5_17_48_28\Louvain_2,5
45,2,0.41935483870967744,0.9285714285714286,0.5777777777777778,2,0.4,0.8571428571428571,0.5454545454545455,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4089/2021_2_5_17_48_29\Louvain_2,4
46,2,1.0,1.0,1.0,3,0.8636363636363636,0.5,0.6333333333333333,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1059/2021_2_5_17_48_30\Louvain_2,2
47,4,0.40214477211796246,0.7878151260504201,0.5324813631522897,6,0.7671232876712328,1.0,0.8682170542635659,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3150/2021_2_5_17_50_45\Louvain_2,7
48,3,0.3103448275862069,0.8181818181818182,0.45000000000000007,4,0.2,0.4772727272727273,0.2818791946308725,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4723/2021_2_5_17_50_50\Louvain_2,7
49,5,0.4859981933152665,0.7319727891156462,0.5841476655808903,5,0.49333333333333335,0.7551020408163265,0.5967741935483871,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4354/2021_2_5_17_54_12\Louvain_2,7
50,3,0.38207547169811323,0.7363636363636363,0.5031055900621119,2,0.25617283950617287,0.7545454545454545,0.3824884792626729,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2335/2021_2_5_17_54_22\Louvain_2,6
51,3,0.5083932853717026,0.9906542056074766,0.6719492868462758,4,0.4962121212121212,0.6121495327102804,0.5481171548117155,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4423/2021_2_5_17_54_31\Louvain_2,6
52,4,0.4444444444444444,0.47058823529411764,0.45714285714285713,2,0.39473684210526316,0.8823529411764706,0.5454545454545454,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1519/2021_2_5_17_54_32\Louvain_2,4
53,2,0.7777777777777778,0.6363636363636364,0.7000000000000001,1,0.5238095238095238,1.0,0.6875000000000001,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2139/2021_2_5_17_54_32\Louvain_2,2
54,4,0.20918649695628114,0.5384615384615384,0.301315265045835,4,0.18016085790884717,0.47863247863247865,0.26178418387222435,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3279/2021_2_5_17_56_46\Louvain_2,9
55,3,0.9148936170212766,0.7166666666666667,0.8037383177570094,3,1.0,0.5833333333333334,0.7368421052631579,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1387/2021_2_5_17_56_47\Louvain_2,2
56,4,0.22743682310469315,0.525,0.3173803526448363,4,0.2236180904522613,0.7416666666666667,0.3436293436293436,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4462/2021_2_5_17_57_30\Louvain_2,8
57,3,0.6320754716981132,0.9816849816849816,0.7690100430416069,3,0.6320754716981132,0.9816849816849816,0.7690100430416069,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1047/2021_2_5_17_57_39\Louvain_2,5
58,2,1.0,1.0,1.0,2,1.0,1.0,1.0,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3079/2021_2_5_17_57_40\Louvain_2,2
59,4,0.23497267759562843,0.6142857142857143,0.33992094861660077,2,0.18305084745762712,0.7714285714285715,0.2958904109589041,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3897/2021_2_5_17_58_4\Louvain_2,7
60,3,0.23255813953488372,0.7142857142857143,0.3508771929824562,2,0.11139896373056994,0.5119047619047619,0.1829787234042553,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3812/2021_2_5_17_58_54\Louvain_2,8
61,2,0.4165834165834166,0.86875,0.563133018230925,8,0.23661971830985915,0.175,0.20119760479041918,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2077/2021_2_5_17_59_10\Louvain_2,4
62,2,1.0,1.0,1.0,2,1.0,1.0,1.0,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2081/2021_2_5_17_59_13\Louvain_2,2
63,4,0.3748773307163886,0.7133520074696545,0.4914763589578642,4,0.4156219864995178,0.8048552754435108,0.5481717011128775,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3430/2021_2_5_18_4_0\Louvain_2,7
64,4,0.3045325779036827,0.5643044619422573,0.39558417663293466,3,0.23669724770642203,0.6771653543307087,0.35078178110129166,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2635/2021_2_5_18_4_23\Louvain_2,7
65,3,0.31181894383906117,0.8920863309352518,0.462111801242236,5,0.5373333333333333,0.9664268585131894,0.6906598114824336,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4380/2021_2_5_18_6_20\Louvain_2,8
66,1,0.7908496732026143,1.0,0.8832116788321168,3,0.9298245614035088,0.4380165289256198,0.5955056179775281,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4377/2021_2_5_18_6_22\Louvain_2,2
67,4,0.3404255319148936,0.2962962962962963,0.3168316831683168,3,0.31666666666666665,0.35185185185185186,0.33333333333333337,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2446/2021_2_5_18_6_28\Louvain_2,3
68,3,0.4666666666666667,0.75,0.5753424657534245,2,0.44970414201183434,0.9047619047619048,0.6007905138339922,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1449/2021_2_5_18_6_31\Louvain_2,4
69,2,1.0,1.0,1.0,2,1.0,1.0,1.0,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3723/2021_2_5_18_6_38\Louvain_2,2
70,3,0.30559540889526543,0.5966386554621849,0.40417457305502846,3,0.3397190293742018,0.7450980392156863,0.4666666666666667,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2544/2021_2_5_18_6_59\Louvain_2,6
71,3,0.2795992714025501,0.7009132420091324,0.3997395833333333,2,0.1901998710509349,0.6735159817351598,0.2966314731020614,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1955/2021_2_5_18_7_30\Louvain_2,8
72,4,0.4329896907216495,0.8181818181818182,0.5662921348314608,2,0.15474209650582363,0.6038961038961039,0.24635761589403976,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2491/2021_2_5_18_8_48\Louvain_2,7
73,4,0.4587706146926537,0.9134328358208955,0.6107784431137725,2,0.19471947194719472,0.7044776119402985,0.30510665804783454,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3862/2021_2_5_18_9_28\Louvain_2,9
74,1,0.4666666666666667,1.0,0.6363636363636364,2,0.6666666666666666,0.5714285714285714,0.6153846153846153,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4886/2021_2_5_18_9_28\Louvain_2,2
75,2,1.0,1.0,1.0,2,1.0,1.0,1.0,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3007/2021_2_5_18_9_30\Louvain_2,2
76,4,0.25957446808510637,0.6777777777777778,0.37538461538461537,3,0.2468354430379747,0.8666666666666667,0.3842364532019705,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1667/2021_2_5_18_9_49\Louvain_2,9
77,4,0.31490581490581493,0.8137566137566138,0.45408916445231773,2,0.10660318774580832,0.544973544973545,0.17832409972299168,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3431/2021_2_5_18_14_50\Louvain_2,9
78,3,0.35294117647058826,0.33962264150943394,0.34615384615384615,3,0.3,0.33962264150943394,0.3185840707964602,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3334/2021_2_5_18_14_53\Louvain_2,4
79,4,0.6363636363636364,0.9333333333333333,0.7567567567567568,3,0.4375,0.9333333333333333,0.5957446808510638,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4912/2021_2_5_18_14_54\Louvain_2,5
80,4,0.3157894736842105,0.75,0.44444444444444436,7,0.09433962264150944,0.1875,0.12552301255230128,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1569/2021_2_5_18_15_8\Louvain_2,8
81,3,0.2733485193621868,0.7535321821036107,0.40117007939824495,3,0.225444340505145,0.7566718995290423,0.3473873873873874,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1705/2021_2_5_18_16_38\Louvain_2,7
82,4,0.44715447154471544,0.8333333333333334,0.5820105820105821,6,0.521557719054242,0.8116883116883117,0.6350550381033022,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3562/2021_2_5_18_17_52\Louvain_2,7
83,3,0.9014598540145985,0.9047619047619048,0.903107861060329,7,0.3368421052631579,0.23443223443223443,0.2764578833693304,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2486/2021_2_5_18_18_11\Louvain_2,3
84,5,0.5234872611464968,0.9612573099415205,0.6778350515463917,8,1.0,1.0,1.0,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3183/2021_2_5_18_20_15\Louvain_2,8
85,4,0.7272727272727273,0.7619047619047619,0.7441860465116279,2,0.4715447154471545,0.9206349206349206,0.6236559139784946,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1389/2021_2_5_18_20_17\Louvain_2,4
86,3,0.40058479532163743,0.9256756756756757,0.5591836734693877,4,0.5800865800865801,0.9054054054054054,0.7071240105540897,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1610/2021_2_5_18_20_26\Louvain_2,8
87,3,0.22004357298474944,0.7481481481481481,0.3400673400673401,7,0.42023346303501946,0.8,0.5510204081632653,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2880/2021_2_5_18_20_48\Louvain_2,9
88,2,0.9234972677595629,0.9285714285714286,0.9260273972602739,2,0.4731182795698925,0.4835164835164835,0.4782608695652174,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3103/2021_2_5_18_21_0\Louvain_2,2
89,3,0.27564894932014833,0.685099846390169,0.3931247245482591,2,0.13501602564102563,0.5176651305683564,0.21417222751827134,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3999/2021_2_5_18_22_35\Louvain_2,7
90,2,1.0,1.0,1.0,2,1.0,1.0,1.0,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4473/2021_2_5_18_22_47\Louvain_2,2
91,3,0.5555555555555556,1.0,0.7142857142857143,2,0.3488372093023256,1.0,0.5172413793103449,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2362/2021_2_5_18_22_48\Louvain_2,5
92,2,1.0,1.0,1.0,3,0.8723404255319149,0.6776859504132231,0.7627906976744186,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1696/2021_2_5_18_22_51\Louvain_2,2
93,3,0.5161290322580645,1.0,0.6808510638297872,4,0.7272727272727273,1.0,0.8421052631578948,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3406/2021_2_5_18_22_52\Louvain_2,5
94,4,0.26553137811415956,0.6154970760233918,0.3710068296981714,2,0.11918419375398343,0.5467836257309941,0.19570905285190995,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2179/2021_2_5_18_26_50\Louvain_2,8
95,3,0.2727272727272727,0.375,0.3157894736842105,2,0.21052631578947367,0.5,0.2962962962962963,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1940/2021_2_5_18_26_51\Louvain_2,4
96,2,0.3090418353576248,0.8327272727272728,0.4507874015748031,3,0.2084592145015106,0.5018181818181818,0.29455709711846323,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2064/2021_2_5_18_27_11\Louvain_2,5
97,4,0.3430232558139535,0.8309859154929577,0.48559670781893005,2,0.09971509971509972,0.49295774647887325,0.16587677725118483,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4580/2021_2_5_18_27_23\Louvain_2,9
98,3,0.45085470085470086,0.7757352941176471,0.5702702702702703,2,0.20772303595206393,0.5735294117647058,0.30498533724340177,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3148/2021_2_5_18_27_36\Louvain_2,6
99,2,0.273972602739726,0.8888888888888888,0.418848167539267,2,0.2152777777777778,0.6888888888888889,0.328042328042328,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1416/2021_2_5_18_27_39\Louvain_2,6
100,4,0.5378835316217908,0.9357298474945533,0.6831013916500993,6,1.0,1.0,1.0,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4600/2021_2_5_18_29_46\Louvain_2,6
101,3,0.7398119122257053,0.7492063492063492,0.7444794952681388,3,0.47230320699708456,0.5142857142857142,0.49240121580547114,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1615/2021_2_5_18_29_59\Louvain_2,3
102,3,0.3626373626373626,0.6,0.4520547945205479,5,0.328125,0.38181818181818183,0.35294117647058826,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4455/2021_2_5_18_30_6\Louvain_2,5
103,3,0.2708902239213545,0.6078431372549019,0.3747638836418587,12,0.1761546723952739,0.20098039215686275,0.18775042930738411,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2884/2021_2_5_18_30_52\Louvain_2,6
104,3,0.5862068965517241,0.85,0.6938775510204082,5,0.20754716981132076,0.18333333333333332,0.19469026548672566,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4731/2021_2_5_18_31_6\Louvain_2,4
105,4,0.32471264367816094,0.7985865724381626,0.4616956077630235,2,0.15025906735751296,0.6148409893992933,0.24149895905621097,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1026/2021_2_5_18_31_24\Louvain_2,9
106,4,0.256640625,0.6952380952380952,0.37489300998573466,4,0.2451512800620636,0.6687830687830688,0.3587851263128016,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1372/2021_2_5_18_33_51\Louvain_2,9
107,3,0.3870967741935484,0.8571428571428571,0.5333333333333333,1,0.15384615384615385,1.0,0.2666666666666667,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1977/2021_2_5_18_33_52\Louvain_2,5
108,1,0.6111111111111112,1.0,0.7586206896551725,3,1.0,0.45454545454545453,0.625,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4012/2021_2_5_18_33_53\Louvain_2,2
109,3,0.25595238095238093,0.9148936170212766,0.4,5,0.12408759124087591,0.3617021276595745,0.1847826086956522,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2395/2021_2_5_18_34_5\Louvain_2,8
110,4,0.2804642166344294,0.7081807081807082,0.401801177693107,6,0.4711111111111111,0.7765567765567766,0.586445366528354,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2306/2021_2_5_18_35_48\Louvain_2,9
111,3,0.15608919382504288,0.5185185185185185,0.2399472643375082,4,0.22209631728045326,0.5584045584045584,0.31779489258208354,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1420/2021_2_5_18_36_47\Louvain_2,9
112,4,0.211840888066605,0.5204545454545455,0.30111768573307035,3,0.1534431137724551,0.4659090909090909,0.23085585585585588,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2533/2021_2_5_18_38_10\Louvain_2,8
113,3,0.43074884029158383,0.9027777777777778,0.5832211754149842,5,0.7099697885196374,0.9791666666666666,0.8231173380035026,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2681/2021_2_5_18_39_23\Louvain_2,6
