,v1clusters,v1recall,v1precision,v1f_score,v2clusters,v2recall,v2precision,v2f_score
1056,3,0.3577371048252912,0.8739837398373984,0.5076741440377804,3,0.3634894991922456,0.9146341463414634,0.5202312138728323
1057,2,1.0,1.0,1.0,2,1.0,1.0,1.0
1058,4,0.3219315895372233,0.6349206349206349,0.4272363150867824,2,0.11995863495346433,0.4603174603174603,0.1903199343724364
1059,3,0.2679900744416873,0.6878980891719745,0.3857142857142857,2,0.2246376811594203,0.7898089171974523,0.3497884344146686
1060,2,0.3414965986394558,0.9127272727272728,0.497029702970297,2,0.17786561264822134,0.4909090909090909,0.2611218568665377
1061,3,0.35714285714285715,0.4545454545454545,0.4,2,0.30952380952380953,0.5909090909090909,0.4062500000000001
1062,2,0.5185185185185185,0.56,0.5384615384615384,2,0.4444444444444444,0.48,0.4615384615384615
1063,3,0.2581673306772909,0.6908315565031983,0.3758700696055685,2,0.1561051004636785,0.6460554371002132,0.25145228215767634
1064,3,0.4322396576319544,0.792156862745098,0.5592985694508538,2,0.33460257020466444,0.9189542483660129,0.4905792044661549
1065,2,1.0,1.0,1.0,2,0.4444444444444444,0.4444444444444444,0.4444444444444444
1066,3,0.2738693467336684,0.6526946107784432,0.3858407079646018,2,0.20943134535367544,0.9041916167664672,0.3400900900900901
1067,3,0.2876949740034662,0.9222222222222224,0.4385733157199472,3,0.33268101761252444,0.9444444444444444,0.492040520984081
1068,2,0.19377162629757785,0.8,0.3119777158774373,2,0.132890365448505,0.5714285714285714,0.21563342318059303
1069,3,0.24932975871313676,0.3522727272727273,0.2919937205651492,1,0.23404255319148934,1.0,0.3793103448275862
1070,4,0.4406215316315205,0.8593073593073594,0.5825385179750551,2,0.16505894962486606,0.6666666666666666,0.2646048109965636
1071,3,0.16580310880829016,0.3047619047619048,0.21476510067114093,2,0.1958762886597938,0.5428571428571428,0.2878787878787879
1072,4,0.2771846579675761,0.7417989417989418,0.4035693724812896,2,0.10725754656390496,0.5301587301587302,0.17841880341880342
1073,3,0.7653846153846153,0.7758284600389863,0.7705711519845112,2,0.3135593220338983,0.5048732943469786,0.38685586258401794
1074,4,0.32235294117647056,0.8154761904761905,0.4620573355817876,2,0.142668428005284,0.6428571428571429,0.2335135135135135
1075,2,0.4270833333333333,0.9111111111111112,0.5815602836879432,2,0.2355769230769231,0.5444444444444444,0.3288590604026846
1076,3,0.3452157598499062,0.7863247863247863,0.4797913950456323,2,0.28475033738191635,0.9017094017094016,0.4328205128205128
1077,3,0.14189189189189189,0.3636363636363637,0.20413122721749694,3,0.18823529411764706,0.5541125541125541,0.2810098792535675
1078,2,0.8151658767772512,0.8037383177570093,0.8094117647058824,2,0.4851063829787234,0.5327102803738317,0.5077951002227171
1079,3,0.1529126213592233,0.3772455089820359,0.2176165803108808,2,0.14580031695721074,0.5508982035928144,0.2305764411027569
1080,3,0.4556962025316456,1.0,0.6260869565217391,3,0.43373493975903615,1.0,0.6050420168067226
